ReviewerName,ProviderName,DateVisited,ReviewDate,ReviewText,ReviewerNumReviews,ReviewType,ReviewHelpful,ReviewerLocationState,ReviewerAge,ReviewerPhotos,ReviewURL,ReviewerPoints,ClassType,ReviewPicture,ReviewNumPic,ReviewerNumHelpful,ReviewerLevelContrib,ReviewMobile,ReviewTitle,ReviewerLocationCity,ProviderLocation,ReviewerSince,PointsRate
hikouki,Dumbo,03/01,03/22/16,"Dumbo is a cool area with a great view of Manhattan and Brooklyn bridge. There are many awesome and funky restaurants in the area and there is an antique store called ""shibui"". It's a Japanese antique store owned by Dane and he has a great eye for the stuff and the display is amazing! A great area to walk around!",17,Couples,,MA, 35-49 year old female ,50,https://www.tripadvisor.com//ShowUserReviews-g60827-d262130-r357687931-Dumbo-Brooklyn_New_York.html#REVIEWS,3207,Dance,No,0,7,04,Yes,Cool view of Brooklyn bridge,Boston,"Brooklyn , NY 11201", May 2009,5
P J G,Alice Austen House Museum & Garden,04/01,03/06/16,"Well preserved bit of history where a famous author had lived, at this scenic site in the ""forgotten Borough""... ===Visit was prior to April 2015 ===",21,Solo,,, ,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r353396343-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,2257,Dance,No,0,2,03,No,An historic house on Staten Island,,"2 Hylan Blvd. , Staten Island , NY 10305", Mar 2016,5
NormaWolfe,Alice Austen House Museum & Garden,02/01,None found,"Once upon a time, a 100-yr-before-her-time, liberated woman lived in this house perched on the NYC Harbor as the first greeting point for ships entering here. She was a goofy-fun individual, as you can tell if you visit the house and view her photos taken throughout her world. And the house is dazzling, as are its views.",5,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r346397036-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,506,Dance,No,0,1,02,No,Everybody's Dream House,Staten Island,"2 Hylan Blvd. , Staten Island , NY 10305", Aug 2015,5
dsr4,Alice Austen House Museum & Garden,08/01,None found,I was very impressed with the tour and the photos and history.Worth a t trip especially for a native Staten Islander,12,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r339148325-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,1574,Dance,No,0,4,03,No,great for a tour,Staten Island,"2 Hylan Blvd. , Staten Island , NY 10305", Jul 2005,5
bsandrs,Alice Austen House Museum & Garden,11/01,None found,"On our first ever visit to Staten Island, we discovered,on line, the Alice Austen House and decided to make a visit the centre of our day. We could not have made a better choice, the house is a treasure trove of information and exhibits relating to Ms Austen, a photographer well ahead of her time in many ways who deserves to be more well know. There is an excellent and informative film, ideal as a background to start the tour and much else to see. The setting could not be better, running down to the shore with views across to Manhattan. Additionally, a big ""Thank You"" to the staff for being so welcoming and adding to our day. A memorable experience. Highly recommended",956,Solo,,United Kingdom,Male ,4574,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r326850777-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,300342,Dance,No,0,442,06,No,The Highlight Of Our Visit To Staten Island,Portsmouth,"2 Hylan Blvd. , Staten Island , NY 10305", May 2013,5
kitkat789076,Alice Austen House Museum & Garden,10/01,None found,"I grew up on Staten Island and had heard great things about this place. I finally made the trip to Rosebank to see it and it exceeded my expectations. The property of the Alice Austen House is beautiful, with wonderful views of the city. I loved learning about Alice Austen and viewing her life work. I'm obsessed with Victorian history and culture and early photography, so this place was right up my alley. I highly recommend it for those visiting Staten Island.",12,Solo,,Massachusetts, 35-49 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r322150651-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,1209,Dance,No,0,4,03,Yes,Wonderful photography museum,Boston,"2 Hylan Blvd. , Staten Island , NY 10305", Nov 2014,5
masik60158,Alice Austen House Museum & Garden,10/01,None found,"A wonderful way to spend time in Staten Island. The museum is full of interesting information about the history of the house, about Alice live and her work. The dark room on second floor, which Alice used to make pictures, is well preserved. The museum staff is very informed. Plenty of street parking around. Worth a visit.",21,Solo,,New York,No Age Found,11,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r320991279-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,2970,Dance,No,0,10,04,No,Alice Austen House Museum,New York City,"2 Hylan Blvd. , Staten Island , NY 10305", Apr 2010,4
Parisian95,Alice Austen House Museum & Garden,10/01,None found,Clear Comfort started out as a modest 1690's Dutch farmhouse to become the Victorian Gothic home to early American photographer Alice Austen(1866-1952). Rooms were added at different times. The house overlooks NY Harbor and skyline of NYC. It's located on the eastern shore of Staten Island. The house is at 2 Hylan.Open Tuesday-Sunday 11 am - 5 pm. $3 suggested donation. Blvd,3,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r320370103-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,685,Dance,No,0,,02,No,Alice Austen home & garden,New York City,"2 Hylan Blvd. , Staten Island , NY 10305", Jun 2012,5
Chrissy F,Alice Austen House Museum & Garden,08/01,None found,Great escape from the hustle and bustle of the city. Lovely gardens. Bring lawnchairs or a picnic basket and sit on the grass to enjoy views of the beach and the bridge. Lots of photo opportunities. Museum is small but worthwhile. Affordable! Suggested donation of $3,1,Solo,2,New York,No Age Found,4,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r306318814-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,222,Dance,No,0,2,No Level Found,No,Am I still in NYC?,New York City,"2 Hylan Blvd. , Staten Island , NY 10305", Sep 2015,4
kitkatsiny,Alice Austen House Museum & Garden,10/01,None found,When I lived near by I would always to to events here. This place is neat. Nice little house large grounds.,6,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r306283707-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,2141,Dance,No,0,1,03,No,The little house with big ideas,Staten Island,"2 Hylan Blvd. , Staten Island , NY 10305", Jun 2012,5
tonyshaw14,Alice Austen House Museum & Garden,08/01,None found,"Most people taking the Staten Island ferry just seem to visit St George and head back to Manhattan - or worse, just turn back without even visiting the port, merely to say they've done it and - hey! - seen the Statue of Liberty quite close up. There is far, far more to NYC than Manhattan, but maybe I should keep that secret. Oh yeah, the Alice Austen house: a warm welcome awaits, this is a superb old house with lovely photos, it's a very calm world away from the (admittedly wonderful too) insanity across the water, and they suggest that each visitor pay a mere $3! And don't forget to visit the Alice Austen grave at Moravian Cemetery near Grant City and just a few minutes from the train station if you're using public transport - but go to the lobby of the restroom first to get (free) printouts of the cemetery and the location of the grave itself.",79,Solo,,United Kingdom,Male ,56,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r303410125-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,10244,Dance,No,0,44,06,No,Well worth going out of the way for,Manchester,"2 Hylan Blvd. , Staten Island , NY 10305", Aug 2010,5
P J G,Alice Austen House Museum & Garden,04/01,03/06/16,"Well preserved bit of history where a famous author had lived, at this scenic site in the ""forgotten Borough""... ===Visit was prior to April 2015 ===",21,Couples,,, ,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r353396343-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,2257,Dance,No,0,2,03,No,An historic house on Staten Island,,"2 Hylan Blvd. , Staten Island , NY 10305", Mar 2016,5
NormaWolfe,Alice Austen House Museum & Garden,02/01,None found,"Once upon a time, a 100-yr-before-her-time, liberated woman lived in this house perched on the NYC Harbor as the first greeting point for ships entering here. She was a goofy-fun individual, as you can tell if you visit the house and view her photos taken throughout her world. And the house is dazzling, as are its views.",5,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r346397036-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,506,Dance,No,0,1,02,No,Everybody's Dream House,Staten Island,"2 Hylan Blvd. , Staten Island , NY 10305", Aug 2015,5
dsr4,Alice Austen House Museum & Garden,08/01,None found,I was very impressed with the tour and the photos and history.Worth a t trip especially for a native Staten Islander,12,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r339148325-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,1574,Dance,No,0,4,03,No,great for a tour,Staten Island,"2 Hylan Blvd. , Staten Island , NY 10305", Jul 2005,5
bsandrs,Alice Austen House Museum & Garden,11/01,None found,"On our first ever visit to Staten Island, we discovered,on line, the Alice Austen House and decided to make a visit the centre of our day. We could not have made a better choice, the house is a treasure trove of information and exhibits relating to Ms Austen, a photographer well ahead of her time in many ways who deserves to be more well know. There is an excellent and informative film, ideal as a background to start the tour and much else to see. The setting could not be better, running down to the shore with views across to Manhattan. Additionally, a big ""Thank You"" to the staff for being so welcoming and adding to our day. A memorable experience. Highly recommended",956,Couples,,United Kingdom,Male ,4574,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r326850777-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,300342,Dance,No,0,442,06,No,The Highlight Of Our Visit To Staten Island,Portsmouth,"2 Hylan Blvd. , Staten Island , NY 10305", May 2013,5
kitkat789076,Alice Austen House Museum & Garden,10/01,None found,"I grew up on Staten Island and had heard great things about this place. I finally made the trip to Rosebank to see it and it exceeded my expectations. The property of the Alice Austen House is beautiful, with wonderful views of the city. I loved learning about Alice Austen and viewing her life work. I'm obsessed with Victorian history and culture and early photography, so this place was right up my alley. I highly recommend it for those visiting Staten Island.",12,Couples,,Massachusetts, 35-49 year old female ,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r322150651-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,1209,Dance,No,0,4,03,Yes,Wonderful photography museum,Boston,"2 Hylan Blvd. , Staten Island , NY 10305", Nov 2014,5
masik60158,Alice Austen House Museum & Garden,10/01,None found,"A wonderful way to spend time in Staten Island. The museum is full of interesting information about the history of the house, about Alice live and her work. The dark room on second floor, which Alice used to make pictures, is well preserved. The museum staff is very informed. Plenty of street parking around. Worth a visit.",21,Couples,,New York,No Age Found,11,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r320991279-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,2970,Dance,No,0,10,04,No,Alice Austen House Museum,New York City,"2 Hylan Blvd. , Staten Island , NY 10305", Apr 2010,4
Parisian95,Alice Austen House Museum & Garden,10/01,None found,Clear Comfort started out as a modest 1690's Dutch farmhouse to become the Victorian Gothic home to early American photographer Alice Austen(1866-1952). Rooms were added at different times. The house overlooks NY Harbor and skyline of NYC. It's located on the eastern shore of Staten Island. The house is at 2 Hylan.Open Tuesday-Sunday 11 am - 5 pm. $3 suggested donation. Blvd,3,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r320370103-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,685,Dance,No,0,,02,No,Alice Austen home & garden,New York City,"2 Hylan Blvd. , Staten Island , NY 10305", Jun 2012,5
Chrissy F,Alice Austen House Museum & Garden,08/01,None found,Great escape from the hustle and bustle of the city. Lovely gardens. Bring lawnchairs or a picnic basket and sit on the grass to enjoy views of the beach and the bridge. Lots of photo opportunities. Museum is small but worthwhile. Affordable! Suggested donation of $3,1,Couples,2,New York,No Age Found,4,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r306318814-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,222,Dance,No,0,2,No Level Found,No,Am I still in NYC?,New York City,"2 Hylan Blvd. , Staten Island , NY 10305", Sep 2015,4
kitkatsiny,Alice Austen House Museum & Garden,10/01,None found,When I lived near by I would always to to events here. This place is neat. Nice little house large grounds.,6,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r306283707-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,2141,Dance,No,0,1,03,No,The little house with big ideas,Staten Island,"2 Hylan Blvd. , Staten Island , NY 10305", Jun 2012,5
tonyshaw14,Alice Austen House Museum & Garden,08/01,None found,"Most people taking the Staten Island ferry just seem to visit St George and head back to Manhattan - or worse, just turn back without even visiting the port, merely to say they've done it and - hey! - seen the Statue of Liberty quite close up. There is far, far more to NYC than Manhattan, but maybe I should keep that secret. Oh yeah, the Alice Austen house: a warm welcome awaits, this is a superb old house with lovely photos, it's a very calm world away from the (admittedly wonderful too) insanity across the water, and they suggest that each visitor pay a mere $3! And don't forget to visit the Alice Austen grave at Moravian Cemetery near Grant City and just a few minutes from the train station if you're using public transport - but go to the lobby of the restroom first to get (free) printouts of the cemetery and the location of the grave itself.",79,Couples,,United Kingdom,Male ,56,https://www.tripadvisor.com//ShowUserReviews-g48682-d136127-r303410125-Alice_Austen_House_Museum_Garden-Staten_Island_New_York.html#REVIEWS,10244,Dance,No,0,44,06,No,Well worth going out of the way for,Manchester,"2 Hylan Blvd. , Staten Island , NY 10305", Aug 2010,5
YelizavetaYR,Dance Reverie,03/01,03/21/16,"An amazing dance studio, with great instructors! My friend recommended Dance Reverie for dance classes for our wedding. We purchased a groupon and took a few group classes and one private class - and since then had purchased a 10 private classes. Firstly the price is very fair. The teachers are extremely professionals so you can feel very comfortable working with them. We have trained with different instructors and they are all amazing, patient and have taught us a great moves. We have another 3-4 classes and our dance already is coming along great. Not only are we learning how to move but we are also having an amazing time. I would highly recommend it!",75,Solo,,New York,No Age Found,18,https://www.tripadvisor.com//ShowUserReviews-g47732-d10089730-r357377039-Dance_Reverie-Forest_Hills_Queens_New_York.html#REVIEWS,8454,Dance,No,0,49,05,No,Great Experience!,,"100-35 Metropolitan Ave , Forest Hills , NY 11375", Dec 2009,5
YelizavetaYR,Dance Reverie,03/01,03/21/16,"An amazing dance studio, with great instructors! My friend recommended Dance Reverie for dance classes for our wedding. We purchased a groupon and took a few group classes and one private class - and since then had purchased a 10 private classes. Firstly the price is very fair. The teachers are extremely professionals so you can feel very comfortable working with them. We have trained with different instructors and they are all amazing, patient and have taught us a great moves. We have another 3-4 classes and our dance already is coming along great. Not only are we learning how to move but we are also having an amazing time. I would highly recommend it!",75,Couples,,New York,No Age Found,18,https://www.tripadvisor.com//ShowUserReviews-g47732-d10089730-r357377039-Dance_Reverie-Forest_Hills_Queens_New_York.html#REVIEWS,8454,Dance,No,0,49,05,No,Great Experience!,,"100-35 Metropolitan Ave , Forest Hills , NY 11375", Dec 2009,5
33Capos,Medieval Times,04/01,04/09/16,Great time from the second we walked in- went to the 2pm show- bring some extra money for the medieval swag they sell- daughter got a headband and my son hit a sword and shield-$40 for it all- wife started with a glass of wine- plenty to see for the hour + before they let you in. We paid the upgrade for the royalty package which put us in the 3'rd row in a section all by ourselves which was great!!!! Food was surprisingly great! From soup to Apple pastry. Show was mesmerizing and great action- 2 hours of cheering and absorbing all the action- kids loved it!!!! Set one was great- highly recommend and we will go back- only negative comment is the cost- got 4 tickets from groupon and still with all the drinks/ swag/ tips eye run the 4 of us close to $350 but still a great time.,1,Solo,,,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r362914216-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,100,Dance,No,0,,No Level Found,Yes,Fun for the whole family!!!!!,,"149 Polito Ave , Lyndhurst , NJ 07071", this month,5
scampiekat,Medieval Times,03/01,03/31/16,This place is great. We got there late due to traffic but we still got great seats! Grabbed a quick beer and went in. Food was awesome. Kids loved it and can't wait to go back.,33,Solo,,New York, 35-49 year old female ,66,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r360399231-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,6878,Dance,No,0,18,05,No,What a great night!!!,Long Island,"149 Polito Ave , Lyndhurst , NJ 07071", Nov 2010,5
nathan6366,Medieval Times,12/01,03/24/16,"Despite how this event is designed to give you an entertaining event while sucking the money out of you, it works because you will still have a good time. Screaming and yelling for you knight to win is super fun. Of course before the show they pack you into the main lobby with plenty of opportunities to buy souveniers, drinks and photos with the king. Try not to fall for any of it (despite the plea from our goddaughters), and you will still have a good time. Also, no need to upgrade to better seats as even the nosebleeds have good views. My only issue is that the event is a little male-centric (I know, it is jousting) but the princess wasn't that involved so it would have been nice to see more of that. There are plenty of coupons out there so you should never have to pay full price. Our chicken was pleasantly tasty. Worth the price if you can keep from spending too much while there.",35,Solo,,,Male ,1,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r358133303-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,3626,Dance,No,0,31,04,No,Can't help having a good time,,"149 Polito Ave , Lyndhurst , NJ 07071", Feb 2013,4
RDeoNYC,Medieval Times,12/01,03/23/16,"Family fun and fantasy all under one roof. Prices are not cheap, look for a Groupon if you can, but you do get a large meal,(tomato soup, toasted bread, half roast chicken, corn on the cobb, half of a baked potato, an apple puff for desert and all the Pepsi you can drink. Beer and wine extra), free parking and a choice of experience level depending on your price range. I would not recommend spending the money for preferred seating unless you really want to be down front. There's honestly not a bad seat in the house as long as you get there ahead of time. The show is wonderful with expert horsemanship and a great sense of fantasy, it's really fun for all ages, but I might recommend the little ones be above 5 since the show is a good 2 hours long with lots of noise. Bring cash or plastic since the kids will want every light up toy and costume there is. Please note, the theme is Medieval, so there are NO UTENSILS, you use your hands to eat with, just an FYI.",22,Solo,,NYC,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r358023893-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,2994,Dance,No,0,4,04,No,"Family Fun Fantasy, Great rainy day indoor fun.",,"149 Polito Ave , Lyndhurst , NJ 07071", Apr 2008,5
Defini1428,Medieval Times,12/01,03/23/16,"Great night for the children. The atmosphere of the medieval spectacle is contagious. You and your family become immersed in the tournament. The food is perfect for the show. You are not going to leave stuffed, but if you went there to fill up you got on the wrong horse.",19,Solo,,New Jersey,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r357998780-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,1909,Dance,No,0,9,03,Yes,Family Fun,Lyndhurst,"149 Polito Ave , Lyndhurst , NJ 07071", Jan 2016,4
Jokrisandrade,Medieval Times,03/01,03/23/16,"Very entertaining! Dinner was fabulous, the dessert was the best apple turnover I have ever had. And the show was really good. Be prepared to spend more money after the admission fee. They have souvenir counters, photo packages, and even a museum of medieval torture. In addition, you can pay extra to have a member of your party knighted, or their birthday announced during the show. And alcohol is not included in the admission fee.",34,Solo,,New Jersey,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r357762169-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,3413,Dance,No,0,8,04,No,Dinner and a Show!,Beach Haven,"149 Polito Ave , Lyndhurst , NJ 07071", Dec 2015,5
chrispuravida,Medieval Times,03/01,03/17/16,"What is this sickeningly sweet potion they called ""pepsi""; from where did the King find this deadly red fruit his cooks turned into ""tomato"" soup; there was this tasty root called ""potato"" and a sweet grain they said was ""corn""; I recognized the chicken and done beautifully it was; and the tall glasses of ale and mead were warmly received; but those other items have never been seen before in this medieval old world. ..perhaps they come from some undiscovered new lands that only the King and his magicians and warlocks know. Regardless, listen not to the nattering nabobs of negativism, dinner was delicious, the show was marvelous, and the crowd was unruly and uproarious as they should be. Bravo! We'll be back! Special thanks to the brave Knights and their valiant steeds, who fought much harder and realistically than we expected!",34,Solo,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r356263841-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,3410,Dance,No,0,10,04,Yes,Royal fun!,New York City,"149 Polito Ave , Lyndhurst , NJ 07071", Mar 2013,5
Frank T,Medieval Times,03/01,03/16/16,Good & Meal & Good Show It is a fun place for both kids & adults. The show is entertaining and exciting,9,Solo,,New Jersey,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r355962738-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,900,Dance,No,0,,02,No,Dinner Tournament,Lyndhurst,"149 Polito Ave , Lyndhurst , NJ 07071", Sep 2015,5
OswegoMatt,Medieval Times,03/01,03/15/16,"The entertainment was cheesy but fun. I think the knights did a great job of getting us involved. It was fun standing up and yelling for my favorite knight. I thought our knight was the best, fastest and most skilled, but he eventually lost out at the end of the tournament. There is nothing like a night of jousting and sword fighting. I'm not sure if we need to go back but it was worth it one time for sure. The food was adequate enough considering how you were entertained.",91,Solo,,New York, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r355705152-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,9136,Dance,No,0,26,05,No,A fun night out!,Hartford,"149 Polito Ave , Lyndhurst , NJ 07071", Aug 2012,4
OswegoMatt,Medieval Times,03/01,03/15/16,"This is great spot for a night out if you are looking for something a little different. You get your knight that you cheer for and off you go. You only need to hold back a bit in this kid friendly atmosphere. The skills competitions are cool to watch, the horses are interesting, and the overall entertainment is there. I'm not sure if we need to go back but it was a fun night out. As for the food it was OK. I don't think this is a place you go for the food so I thought it was adequate enough. Soup, half chicken, small potato, corn, bread, and drinks.",91,Solo,,New York, 35-49 year old male ,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r355702455-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,9136,Dance,No,0,26,05,No,Cheesy and fun!,Hartford,"149 Polito Ave , Lyndhurst , NJ 07071", Aug 2012,4
33Capos,Medieval Times,04/01,04/09/16,Great time from the second we walked in- went to the 2pm show- bring some extra money for the medieval swag they sell- daughter got a headband and my son hit a sword and shield-$40 for it all- wife started with a glass of wine- plenty to see for the hour + before they let you in. We paid the upgrade for the royalty package which put us in the 3'rd row in a section all by ourselves which was great!!!! Food was surprisingly great! From soup to Apple pastry. Show was mesmerizing and great action- 2 hours of cheering and absorbing all the action- kids loved it!!!! Set one was great- highly recommend and we will go back- only negative comment is the cost- got 4 tickets from groupon and still with all the drinks/ swag/ tips eye run the 4 of us close to $350 but still a great time.,1,Couples,,,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r362914216-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,100,Dance,No,0,,No Level Found,Yes,Fun for the whole family!!!!!,,"149 Polito Ave , Lyndhurst , NJ 07071", this month,5
scampiekat,Medieval Times,03/01,03/31/16,This place is great. We got there late due to traffic but we still got great seats! Grabbed a quick beer and went in. Food was awesome. Kids loved it and can't wait to go back.,33,Couples,,New York, 35-49 year old female ,66,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r360399231-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,6878,Dance,No,0,18,05,No,What a great night!!!,Long Island,"149 Polito Ave , Lyndhurst , NJ 07071", Nov 2010,5
nathan6366,Medieval Times,12/01,03/24/16,"Despite how this event is designed to give you an entertaining event while sucking the money out of you, it works because you will still have a good time. Screaming and yelling for you knight to win is super fun. Of course before the show they pack you into the main lobby with plenty of opportunities to buy souveniers, drinks and photos with the king. Try not to fall for any of it (despite the plea from our goddaughters), and you will still have a good time. Also, no need to upgrade to better seats as even the nosebleeds have good views. My only issue is that the event is a little male-centric (I know, it is jousting) but the princess wasn't that involved so it would have been nice to see more of that. There are plenty of coupons out there so you should never have to pay full price. Our chicken was pleasantly tasty. Worth the price if you can keep from spending too much while there.",35,Couples,,,Male ,1,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r358133303-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,3626,Dance,No,0,31,04,No,Can't help having a good time,,"149 Polito Ave , Lyndhurst , NJ 07071", Feb 2013,4
RDeoNYC,Medieval Times,12/01,03/23/16,"Family fun and fantasy all under one roof. Prices are not cheap, look for a Groupon if you can, but you do get a large meal,(tomato soup, toasted bread, half roast chicken, corn on the cobb, half of a baked potato, an apple puff for desert and all the Pepsi you can drink. Beer and wine extra), free parking and a choice of experience level depending on your price range. I would not recommend spending the money for preferred seating unless you really want to be down front. There's honestly not a bad seat in the house as long as you get there ahead of time. The show is wonderful with expert horsemanship and a great sense of fantasy, it's really fun for all ages, but I might recommend the little ones be above 5 since the show is a good 2 hours long with lots of noise. Bring cash or plastic since the kids will want every light up toy and costume there is. Please note, the theme is Medieval, so there are NO UTENSILS, you use your hands to eat with, just an FYI.",22,Couples,,NYC,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r358023893-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,2994,Dance,No,0,4,04,No,"Family Fun Fantasy, Great rainy day indoor fun.",,"149 Polito Ave , Lyndhurst , NJ 07071", Apr 2008,5
Defini1428,Medieval Times,12/01,03/23/16,"Great night for the children. The atmosphere of the medieval spectacle is contagious. You and your family become immersed in the tournament. The food is perfect for the show. You are not going to leave stuffed, but if you went there to fill up you got on the wrong horse.",19,Couples,,New Jersey,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r357998780-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,1909,Dance,No,0,9,03,Yes,Family Fun,Lyndhurst,"149 Polito Ave , Lyndhurst , NJ 07071", Jan 2016,4
Jokrisandrade,Medieval Times,03/01,03/23/16,"Very entertaining! Dinner was fabulous, the dessert was the best apple turnover I have ever had. And the show was really good. Be prepared to spend more money after the admission fee. They have souvenir counters, photo packages, and even a museum of medieval torture. In addition, you can pay extra to have a member of your party knighted, or their birthday announced during the show. And alcohol is not included in the admission fee.",34,Couples,,New Jersey,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r357762169-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,3413,Dance,No,0,8,04,No,Dinner and a Show!,Beach Haven,"149 Polito Ave , Lyndhurst , NJ 07071", Dec 2015,5
chrispuravida,Medieval Times,03/01,03/17/16,"What is this sickeningly sweet potion they called ""pepsi""; from where did the King find this deadly red fruit his cooks turned into ""tomato"" soup; there was this tasty root called ""potato"" and a sweet grain they said was ""corn""; I recognized the chicken and done beautifully it was; and the tall glasses of ale and mead were warmly received; but those other items have never been seen before in this medieval old world. ..perhaps they come from some undiscovered new lands that only the King and his magicians and warlocks know. Regardless, listen not to the nattering nabobs of negativism, dinner was delicious, the show was marvelous, and the crowd was unruly and uproarious as they should be. Bravo! We'll be back! Special thanks to the brave Knights and their valiant steeds, who fought much harder and realistically than we expected!",34,Couples,,New York,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r356263841-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,3410,Dance,No,0,10,04,Yes,Royal fun!,New York City,"149 Polito Ave , Lyndhurst , NJ 07071", Mar 2013,5
Frank T,Medieval Times,03/01,03/16/16,Good & Meal & Good Show It is a fun place for both kids & adults. The show is entertaining and exciting,9,Couples,,New Jersey,No Age Found,,https://www.tripadvisor.com//ShowUserReviews-g46586-d590521-r355962738-Medieval_Times-Lyndhurst_New_Jersey.html#REVIEWS,900,Dance,No,0,,02,No,Dinner Tournament,Lyndhurst,"149 Polito Ave , Lyndhurst , NJ 07071", Sep 2015,5
